transaction_id,timestamp,customer_id,merchant_id,merchant_category,channel,amount_gbp,risk_score,decision,reason_code,fraud_label
1043397,2026-12-26 13:56:57,69231,11442,utilities,ecommerce,28.23,0.1458134814564331,review,GENERAL_RISK,0
1043398,2026-12-26 13:57:57,62414,3754,restaurants,ecommerce,15.97,0.0852665746485124,approve,HIGH_IP_RISK,0
1043399,2026-12-26 13:58:59,45644,4772,fuel,card_present,6.83,0.0232629203620853,approve,GENERAL_RISK,0
1043400,2026-12-26 13:59:57,46424,11568,restaurants,ecommerce,44.44,0.0235825947671584,approve,GENERAL_RISK,0
1043401,2026-12-26 14:00:27,68647,3868,electronics,card_present,34.16,0.0476630087917009,approve,GENERAL_RISK,0
1043402,2026-12-26 14:01:51,35961,10990,grocery,card_present,14.98,0.0466062803703624,approve,GENERAL_RISK,0
1043403,2026-12-26 14:02:40,15832,4176,travel,ecommerce,74.65,0.204818876613624,review,HIGH_IP_RISK,0
1043404,2026-12-26 14:03:06,63467,2918,travel,card_present,55.4,0.0749206790744809,approve,GENERAL_RISK,0
1043405,2026-12-26 14:04:37,65475,10573,fuel,card_present,86.72,0.0256084301212801,approve,AMOUNT_SPIKE,0
1043406,2026-12-26 14:05:48,93170,3443,grocery,card_present,11.0,0.0447203004252305,approve,GENERAL_RISK,0
1043407,2026-12-26 14:06:50,66884,1773,travel,card_present,10.32,0.0182388647391447,approve,GENERAL_RISK,0
1043408,2026-12-26 14:07:26,4864,4893,electronics,card_present,21.86,0.1256726997355228,review,GENERAL_RISK,0
1043409,2026-12-26 14:08:31,91518,9643,gaming,ecommerce,14.88,0.1300793957178278,review,GENERAL_RISK,0
1043410,2026-12-26 14:09:21,107726,2845,grocery,ecommerce,4.61,0.1068483698834685,review,GENERAL_RISK,0
1043411,2026-12-26 14:10:44,29650,5045,electronics,card_present,12.78,0.04533089579135,approve,GENERAL_RISK,0
1043412,2026-12-26 14:11:27,67634,5283,grocery,card_present,9.33,0.0748856002729583,approve,GENERAL_RISK,0
1043413,2026-12-26 14:12:10,55939,6100,utilities,ecommerce,99.33,0.0382045046311236,approve,AMOUNT_SPIKE,0
1043414,2026-12-26 14:13:05,54695,5255,grocery,ecommerce,35.77,0.1336340592898184,review,GENERAL_RISK,0
1043415,2026-12-26 14:14:07,112882,11064,restaurants,ecommerce,29.15,0.1092043589360245,review,GENERAL_RISK,0
1043416,2026-12-26 14:15:36,26775,1994,grocery,ecommerce,134.18,0.1447115500014988,review,AMOUNT_SPIKE,0
1043417,2026-12-26 14:16:24,117747,8149,utilities,card_present,108.92,0.0417396098282161,approve,AMOUNT_SPIKE,0
1043418,2026-12-26 14:17:53,19334,8909,grocery,card_present,16.71,0.0446778120464449,approve,GENERAL_RISK,0
1043419,2026-12-26 14:18:24,37924,6163,gaming,card_present,14.38,0.0279551634992834,approve,GENERAL_RISK,0
1043420,2026-12-26 14:19:20,23264,2578,grocery,ecommerce,17.58,0.103244517413857,review,GENERAL_RISK,0
1043421,2026-12-26 14:20:56,111530,2663,travel,card_present,239.06,0.0288820836988294,approve,AMOUNT_SPIKE,0
1043422,2026-12-26 14:21:21,113797,10893,grocery,ecommerce,40.46,0.0348736966886748,approve,GENERAL_RISK,0
1043423,2026-12-26 14:22:38,31698,1401,restaurants,transfer,7.36,0.119121394685903,review,GENERAL_RISK,0
1043424,2026-12-26 14:23:08,69388,9871,fuel,card_present,15.96,0.0197800060601825,approve,GENERAL_RISK,0
1043425,2026-12-26 14:24:02,98964,10803,grocery,ecommerce,3.41,0.0529237605854619,approve,GENERAL_RISK,0
1043426,2026-12-26 14:25:24,33387,8499,fashion,ecommerce,6.27,0.1510438410127479,review,VERY_NEW_ACCOUNT,0
1043427,2026-12-26 14:26:59,6463,359,restaurants,card_present,15.85,0.0372862343258219,approve,GENERAL_RISK,0
1043428,2026-12-26 14:27:38,115167,535,restaurants,ecommerce,14.72,0.1273943146009175,review,GENERAL_RISK,0
1043429,2026-12-26 14:28:18,16975,2032,fuel,transfer,35.17,0.0167213297539303,approve,GENERAL_RISK,0
1043430,2026-12-26 14:29:14,96014,10534,grocery,card_present,35.89,0.0467638484751913,approve,GENERAL_RISK,0
1043431,2026-12-26 14:30:46,33733,4974,electronics,card_present,34.13,0.0160060516541066,approve,GENERAL_RISK,0
1043432,2026-12-26 14:31:34,79702,6465,travel,card_present,41.13,0.0980115633178944,approve,GENERAL_RISK,0
1043433,2026-12-26 14:32:45,86974,8762,grocery,ecommerce,51.84,0.1154101912082255,review,GENERAL_RISK,0
1043434,2026-12-26 14:33:39,59118,6969,fashion,card_present,2.71,0.0862160099510513,approve,GENERAL_RISK,0
1043435,2026-12-26 14:34:55,91611,8141,travel,ecommerce,59.87,0.1029069195593609,review,AMOUNT_SPIKE,0
1043436,2026-12-26 14:35:39,53681,9888,fuel,transfer,32.33,0.018741177756557,approve,GENERAL_RISK,0
1043437,2026-12-26 14:36:14,111916,6944,grocery,card_present,10.61,0.0767931333466681,approve,GENERAL_RISK,0
1043438,2026-12-26 14:37:21,19079,8760,fashion,ecommerce,28.65,0.0243387138681312,approve,AMOUNT_SPIKE,0
1043439,2026-12-26 14:38:59,109341,8503,crypto,ecommerce,118.84,0.0320156221894539,approve,AMOUNT_SPIKE,1
1043440,2026-12-26 14:39:39,15155,1602,electronics,ecommerce,22.03,0.0235729130331909,approve,GENERAL_RISK,0
1043441,2026-12-26 14:40:51,34943,7478,restaurants,card_present,90.19,0.0467831716011345,approve,VERY_NEW_ACCOUNT,0
1043442,2026-12-26 14:41:53,23671,942,restaurants,transfer,45.12,0.0174099682453674,approve,GENERAL_RISK,0
1043443,2026-12-26 14:42:21,105798,325,grocery,card_present,9.76,0.0328167309400919,approve,GENERAL_RISK,0
1043444,2026-12-26 14:43:58,4356,5151,grocery,ecommerce,13.73,0.0746874726359731,approve,GENERAL_RISK,0
1043445,2026-12-26 14:44:05,27837,626,travel,ecommerce,200.77,0.233226437426349,review,AMOUNT_SPIKE,1
1043446,2026-12-26 14:45:28,73521,1920,crypto,card_present,28.2,0.0335319218927844,approve,GENERAL_RISK,0
1043447,2026-12-26 14:46:22,113356,5566,fuel,ecommerce,57.64,0.1641079302940195,review,VERY_NEW_ACCOUNT,0
1043448,2026-12-26 14:47:45,108861,8681,grocery,transfer,56.01,0.0158026982512149,approve,AMOUNT_SPIKE,0
1043449,2026-12-26 14:48:32,111435,1507,utilities,ecommerce,48.77,0.018693133772568,approve,GENERAL_RISK,0
1043450,2026-12-26 14:49:34,34908,11105,restaurants,ecommerce,37.02,0.156855833163276,review,HIGH_IP_RISK,1
1043451,2026-12-26 14:50:20,70644,2408,grocery,card_present,6.51,0.0367770716812967,approve,GENERAL_RISK,0
1043452,2026-12-26 14:51:28,30671,7879,gaming,ecommerce,10.65,0.0346920857045387,approve,GENERAL_RISK,0
1043453,2026-12-26 14:52:57,7499,5677,travel,card_present,37.69,0.0891564581378547,approve,HIGH_IP_RISK,0
1043454,2026-12-26 14:53:28,39439,213,electronics,ecommerce,60.32,0.0871338965703239,approve,VERY_NEW_ACCOUNT,0
1043455,2026-12-26 14:54:06,21862,4494,travel,ecommerce,76.38,0.0572328094930656,approve,AMOUNT_SPIKE,0
1043456,2026-12-26 14:55:08,3901,2557,grocery,card_present,10.81,0.0492818798239875,approve,GENERAL_RISK,0
1043457,2026-12-26 14:56:26,16132,3406,gaming,ecommerce,29.44,0.0754166882841335,approve,GENERAL_RISK,0
1043458,2026-12-26 14:57:22,10492,6132,electronics,card_present,36.05,0.1396226934125286,review,GENERAL_RISK,0
1043459,2026-12-26 14:58:48,60529,9668,utilities,ecommerce,46.38,0.0376067275631097,approve,GENERAL_RISK,0
1043460,2026-12-26 14:59:10,46424,2612,electronics,card_present,26.11,0.0180690916553057,approve,GENERAL_RISK,0
1043461,2026-12-26 15:00:58,20961,3554,fashion,ecommerce,30.2,0.0418768640351901,approve,GENERAL_RISK,1
1043462,2026-12-26 15:01:45,82266,4687,travel,card_present,33.98,0.0639267032621354,approve,GENERAL_RISK,0
1043463,2026-12-26 15:02:07,75235,9186,utilities,card_present,5.46,0.068430752909056,approve,GENERAL_RISK,0
1043464,2026-12-26 15:03:34,74155,5827,crypto,ecommerce,107.19,0.0545746881367344,approve,AMOUNT_SPIKE,0
1043465,2026-12-26 15:04:50,69428,4642,grocery,ecommerce,38.22,0.1728495473652936,review,HIGH_IP_RISK,0
1043466,2026-12-26 15:05:35,107298,7096,utilities,ecommerce,15.34,0.1116808597238307,review,HIGH_IP_RISK,0
1043467,2026-12-26 15:06:45,70104,11029,grocery,ecommerce,9.66,0.0531914831335995,approve,GENERAL_RISK,0
1043468,2026-12-26 15:07:35,28485,11743,fuel,card_present,6.22,0.0124495398852007,approve,GENERAL_RISK,0
1043469,2026-12-26 15:08:40,12649,9554,grocery,transfer,21.53,0.0200210320007567,approve,GENERAL_RISK,0
1043470,2026-12-26 15:09:23,113958,11851,grocery,transfer,5.42,0.028137972560674,approve,GENERAL_RISK,0
1043471,2026-12-26 15:10:51,59260,737,gaming,card_present,7.66,0.1888163309148144,review,HIGH_VELOCITY_1H,0
1043472,2026-12-26 15:11:59,29098,2749,utilities,card_present,93.6,0.0222035849640064,approve,AMOUNT_SPIKE,0
1043473,2026-12-26 15:12:37,80328,11556,electronics,transfer,70.57,0.0294175384240476,approve,AMOUNT_SPIKE,0
1043474,2026-12-26 15:13:59,8358,1587,fashion,transfer,46.47,0.0703694996992069,approve,GENERAL_RISK,0
1043475,2026-12-26 15:14:07,89310,3293,fuel,card_present,16.75,0.021482810669568,approve,GENERAL_RISK,0
1043476,2026-12-26 15:15:51,15098,6043,grocery,card_present,49.74,0.2894515658219401,review,HIGH_IP_RISK,0
1043477,2026-12-26 15:16:01,75437,4368,grocery,ecommerce,45.81,0.1340777153952679,review,HIGH_IP_RISK,0
1043478,2026-12-26 15:17:19,54359,3147,fashion,transfer,14.11,0.1364694768149132,review,GENERAL_RISK,0
1043479,2026-12-26 15:18:33,95549,65,restaurants,card_present,42.77,0.0484926969088355,approve,AMOUNT_SPIKE,0
1043480,2026-12-26 15:19:03,7021,1031,electronics,card_present,66.81,0.100694481031729,review,GENERAL_RISK,0
1043481,2026-12-26 15:20:04,112464,11979,gaming,card_present,48.26,0.0283701502902186,approve,AMOUNT_SPIKE,0
1043482,2026-12-26 15:21:27,45453,2667,restaurants,card_present,8.78,0.086699989635055,approve,GENERAL_RISK,0
1043483,2026-12-26 15:22:50,104610,4528,grocery,ecommerce,36.42,0.0328012917639232,approve,AMOUNT_SPIKE,0
1043484,2026-12-26 15:23:55,88882,1050,electronics,ecommerce,50.38,0.0336547715439855,approve,GENERAL_RISK,0
1043485,2026-12-26 15:24:45,101751,6239,restaurants,card_present,24.32,0.0382928685264731,approve,GENERAL_RISK,0
1043486,2026-12-26 15:25:12,93526,5245,fuel,ecommerce,87.13,0.0517786233958897,approve,AMOUNT_SPIKE,0
1043487,2026-12-26 15:26:35,118206,7642,grocery,ecommerce,15.89,0.15166010658231,review,GENERAL_RISK,1
1043488,2026-12-26 15:27:57,86999,5672,grocery,ecommerce,21.03,0.0461900720659548,approve,GENERAL_RISK,0
1043489,2026-12-26 15:28:55,38365,8702,fashion,ecommerce,50.41,0.0446705863060037,approve,AMOUNT_SPIKE,0
1043490,2026-12-26 15:29:27,96718,7742,fashion,ecommerce,23.13,0.284173047416404,review,VERY_NEW_ACCOUNT,0
1043491,2026-12-26 15:30:18,10169,9691,utilities,ecommerce,23.59,0.1764276616185616,review,HIGH_IP_RISK,1
1043492,2026-12-26 15:31:30,114083,3753,gaming,ecommerce,52.39,0.0484787634597577,approve,GENERAL_RISK,0
1043493,2026-12-26 15:32:40,109818,10974,grocery,card_present,13.72,0.0272777425936352,approve,GENERAL_RISK,0
1043494,2026-12-26 15:33:33,30782,4700,utilities,card_present,41.51,0.0562673976473976,approve,GENERAL_RISK,0
1043495,2026-12-26 15:34:55,33300,3508,utilities,card_present,13.6,0.0442452856571488,approve,GENERAL_RISK,0
1043496,2026-12-26 15:35:27,60234,1175,travel,card_present,38.43,0.0759678152238278,approve,GENERAL_RISK,0
1043497,2026-12-26 15:36:13,78254,326,restaurants,card_present,35.84,0.0580548933916201,approve,GENERAL_RISK,0
1043498,2026-12-26 15:37:13,60451,10168,travel,card_present,30.22,0.0363194864077377,approve,GENERAL_RISK,0
1043499,2026-12-26 15:38:14,66317,6607,utilities,ecommerce,25.31,0.0214780291861794,approve,GENERAL_RISK,0
1043500,2026-12-26 15:39:41,102347,9225,grocery,ecommerce,12.56,0.0469538360035356,approve,GENERAL_RISK,0
1043501,2026-12-26 15:40:22,116700,10109,gaming,ecommerce,26.45,0.1409578583144647,review,GENERAL_RISK,0
1043502,2026-12-26 15:41:39,85854,6922,fuel,card_present,49.8,0.0681075770664862,approve,GENERAL_RISK,0
1043503,2026-12-26 15:42:44,45493,11622,electronics,transfer,77.63,0.0750303767862332,approve,GENERAL_RISK,0
1043504,2026-12-26 15:43:34,96796,6370,grocery,card_present,31.27,0.0169573242780433,approve,GENERAL_RISK,0
1043505,2026-12-26 15:44:53,70704,8986,utilities,card_present,29.93,0.1138374012673105,review,HIGH_IP_RISK,0
1043506,2026-12-26 15:45:01,79201,6233,utilities,ecommerce,34.96,0.1544605671969886,review,AMOUNT_SPIKE,0
1043507,2026-12-26 15:46:42,70999,3556,travel,ecommerce,28.27,0.0328179838747164,approve,GENERAL_RISK,0
1043508,2026-12-26 15:47:00,118931,3239,fashion,transfer,30.47,0.073225056242855,approve,GENERAL_RISK,0
1043509,2026-12-26 15:48:20,95490,7348,travel,card_present,38.69,0.0176215836144308,approve,GENERAL_RISK,0
1043510,2026-12-26 15:49:19,29424,3689,grocery,card_present,13.46,0.0396296534161282,approve,GENERAL_RISK,0
1043511,2026-12-26 15:50:31,53180,6014,restaurants,transfer,12.36,0.0150111870637101,approve,GENERAL_RISK,0
1043512,2026-12-26 15:51:42,4952,6567,grocery,card_present,66.19,0.0337776466057642,approve,AMOUNT_SPIKE,0
1043513,2026-12-26 15:52:41,8136,5087,fuel,ecommerce,27.04,0.1508372439889525,review,AMOUNT_SPIKE,0
1043514,2026-12-26 15:53:57,44466,2119,fuel,card_present,8.44,0.1154304919014847,review,VERY_NEW_ACCOUNT,0
1043515,2026-12-26 15:54:17,27813,10231,fashion,card_present,22.64,0.1125952785405902,review,HIGH_IP_RISK,0
1043516,2026-12-26 15:55:39,18561,11067,fashion,card_present,16.65,0.0520990624853988,approve,GENERAL_RISK,0
1043517,2026-12-26 15:56:48,55967,5480,gaming,ecommerce,90.99,0.0242877568101197,approve,AMOUNT_SPIKE,0
1043518,2026-12-26 15:57:04,105130,7215,fashion,card_present,34.82,0.0457310271294399,approve,GENERAL_RISK,0
1043519,2026-12-26 15:58:31,4877,6460,grocery,card_present,40.21,0.0637625279095842,approve,GENERAL_RISK,0
1043520,2026-12-26 15:59:57,88863,10861,grocery,card_present,19.14,0.043822044873938,approve,GENERAL_RISK,0
1043521,2026-12-26 16:00:18,16034,274,gaming,card_present,7.64,0.0724015184167204,approve,GENERAL_RISK,0
1043522,2026-12-26 16:01:47,110460,7421,gaming,ecommerce,10.35,0.1014094270338897,review,GENERAL_RISK,0
1043523,2026-12-26 16:02:14,22676,8698,gaming,card_present,27.17,0.0526568529285901,approve,GENERAL_RISK,0
1043524,2026-12-26 16:03:47,92748,4632,grocery,ecommerce,70.45,0.0278791645734213,approve,AMOUNT_SPIKE,0
1043525,2026-12-26 16:04:48,80049,10949,grocery,ecommerce,14.96,0.0446417448135624,approve,GENERAL_RISK,0
1043526,2026-12-26 16:05:42,117246,3098,fashion,card_present,81.98,0.0950481927774723,approve,AMOUNT_SPIKE,0
1043527,2026-12-26 16:06:30,46699,5412,travel,card_present,59.49,0.1482940964283972,review,GENERAL_RISK,0
1043528,2026-12-26 16:07:54,4368,8486,fashion,ecommerce,15.9,0.0629600002161345,approve,GENERAL_RISK,0
1043529,2026-12-26 16:08:24,19226,6920,utilities,ecommerce,24.33,0.2276467234525611,review,HIGH_IP_RISK,0
1043530,2026-12-26 16:09:11,84141,11113,utilities,transfer,23.91,0.0905801046127984,approve,VERY_NEW_ACCOUNT,0
1043531,2026-12-26 16:10:09,1636,4230,fashion,ecommerce,24.38,0.0301138724482023,approve,GENERAL_RISK,0
1043532,2026-12-26 16:11:30,49843,360,crypto,card_present,59.92,0.0824223814160703,approve,GENERAL_RISK,0
1043533,2026-12-26 16:12:10,44169,1896,crypto,card_present,301.01,0.1078734968920459,review,AMOUNT_SPIKE,0
1043534,2026-12-26 16:13:23,104961,7953,utilities,ecommerce,93.66,0.1178627958847569,review,AMOUNT_SPIKE,0
1043535,2026-12-26 16:14:02,41829,2506,utilities,ecommerce,48.41,0.1103094099801978,review,HIGH_IP_RISK,0
1043536,2026-12-26 16:15:04,30691,7601,travel,ecommerce,23.94,0.1145142960687332,review,GENERAL_RISK,0
1043537,2026-12-26 16:16:44,61051,11766,fuel,ecommerce,21.61,0.0850843571140827,approve,GENERAL_RISK,0
1043538,2026-12-26 16:17:44,31718,588,utilities,ecommerce,94.56,0.2092726274735654,review,AMOUNT_SPIKE,0
1043539,2026-12-26 16:18:07,92402,9789,electronics,card_present,33.04,0.1989364861235845,review,HIGH_IP_RISK,0
1043540,2026-12-26 16:19:53,93037,11436,grocery,card_present,3.73,0.0274784445059156,approve,GENERAL_RISK,0
1043541,2026-12-26 16:20:19,49069,11512,utilities,card_present,26.8,0.0746249057106962,approve,HIGH_IP_RISK,0
1043542,2026-12-26 16:21:26,102461,4328,grocery,ecommerce,173.37,0.1342773750322912,review,AMOUNT_SPIKE,0
1043543,2026-12-26 16:22:11,62224,1207,fuel,ecommerce,10.18,0.0457026684503573,approve,GENERAL_RISK,0
1043544,2026-12-26 16:23:04,45658,4926,fuel,card_present,23.57,0.0590743869484638,approve,GENERAL_RISK,0
1043545,2026-12-26 16:24:16,100835,4408,grocery,card_present,20.3,0.1338798565409118,review,HIGH_IP_RISK,0
1043546,2026-12-26 16:25:20,58299,8459,crypto,ecommerce,69.91,0.1371214697728955,review,GENERAL_RISK,1
1043547,2026-12-26 16:26:10,5917,10039,fuel,card_present,17.64,0.279197668512415,review,HIGH_VELOCITY_1H,0
1043548,2026-12-26 16:27:31,41398,11428,crypto,card_present,70.08,0.0281932331924259,approve,AMOUNT_SPIKE,0
1043549,2026-12-26 16:28:26,92916,6360,grocery,ecommerce,12.8,0.0953256857861385,approve,GENERAL_RISK,0
1043550,2026-12-26 16:29:03,18599,8947,grocery,card_present,55.6,0.0379348714063703,approve,GENERAL_RISK,0
1043551,2026-12-26 16:30:27,41448,1863,grocery,card_present,11.06,0.1148545101157946,review,HIGH_IP_RISK,0
1043552,2026-12-26 16:31:54,114517,6653,restaurants,ecommerce,14.21,0.0465049159457443,approve,GENERAL_RISK,0
1043553,2026-12-26 16:32:38,79502,1665,restaurants,ecommerce,19.52,0.0847998213204847,approve,GENERAL_RISK,0
1043554,2026-12-26 16:33:16,26548,2597,crypto,transfer,100.27,0.0169130638315874,approve,AMOUNT_SPIKE,0
1043555,2026-12-26 16:34:02,30639,1414,grocery,ecommerce,116.43,0.1451212697435206,review,AMOUNT_SPIKE,0
1043556,2026-12-26 16:35:07,61966,7412,restaurants,card_present,12.08,0.0992014948418291,approve,GENERAL_RISK,0
1043557,2026-12-26 16:36:26,98372,11456,grocery,ecommerce,10.08,0.0588955814248778,approve,GENERAL_RISK,0
1043558,2026-12-26 16:37:36,89587,7268,utilities,card_present,58.37,0.1251379067221606,review,GENERAL_RISK,0
1043559,2026-12-26 16:38:45,56725,4308,grocery,ecommerce,46.33,0.1191359693470853,review,HIGH_IP_RISK,0
1043560,2026-12-26 16:39:26,85101,8461,fuel,ecommerce,35.51,0.2236851861328009,review,HIGH_IP_RISK,0
1043561,2026-12-26 16:40:13,52644,11647,grocery,ecommerce,22.98,0.1902467056604355,review,HIGH_IP_RISK,1
1043562,2026-12-26 16:41:33,19318,130,restaurants,card_present,15.62,0.0308667303325602,approve,GENERAL_RISK,0
1043563,2026-12-26 16:42:12,67616,3599,crypto,card_present,114.35,0.0969657787167102,approve,AMOUNT_SPIKE,0
1043564,2026-12-26 16:43:46,65207,434,fashion,card_present,28.05,0.0620634533999005,approve,GENERAL_RISK,0
1043565,2026-12-26 16:44:35,63642,7595,grocery,card_present,24.1,0.0550374734293287,approve,VERY_NEW_ACCOUNT,0
1043566,2026-12-26 16:45:05,26469,5687,fuel,ecommerce,17.21,0.1018756681589509,review,HIGH_IP_RISK,1
1043567,2026-12-26 16:46:50,101416,3647,travel,card_present,51.8,0.0586780799069634,approve,GENERAL_RISK,1
1043568,2026-12-26 16:47:34,99343,10070,restaurants,ecommerce,20.79,0.1272678460075587,review,HIGH_IP_RISK,0
1043569,2026-12-26 16:48:33,14259,10203,restaurants,card_present,28.36,0.0408984765812553,approve,GENERAL_RISK,0
1043570,2026-12-26 16:49:01,85772,7150,fuel,ecommerce,5.54,0.0896891418618285,approve,GENERAL_RISK,0
1043571,2026-12-26 16:50:06,87292,2635,fuel,card_present,50.57,0.0644188881892302,approve,GENERAL_RISK,0
1043572,2026-12-26 16:51:28,97831,9980,grocery,ecommerce,22.94,0.0519484283406586,approve,GENERAL_RISK,0
1043573,2026-12-26 16:52:48,87243,326,pharmacy,card_present,5.29,0.0646789309613063,approve,GENERAL_RISK,0
1043574,2026-12-26 16:53:39,61710,1880,gaming,card_present,16.69,0.0163034675891956,approve,GENERAL_RISK,0
1043575,2026-12-26 16:54:08,57015,1526,travel,ecommerce,70.79,0.0288194874433714,approve,AMOUNT_SPIKE,0
1043576,2026-12-26 16:55:37,74421,4597,electronics,ecommerce,132.22,0.1231466044311664,review,AMOUNT_SPIKE,0
1043577,2026-12-26 16:56:22,8037,11776,electronics,ecommerce,27.56,0.0509617456814862,approve,GENERAL_RISK,0
1043578,2026-12-26 16:57:54,104463,9709,fuel,card_present,33.51,0.0176452797319997,approve,GENERAL_RISK,0
1043579,2026-12-26 16:58:28,98243,2511,grocery,card_present,70.49,0.0511462779280654,approve,GENERAL_RISK,0
1043580,2026-12-26 16:59:33,105035,8571,restaurants,card_present,25.98,0.0557252010832717,approve,GENERAL_RISK,0
1043581,2026-12-26 17:00:56,2987,4332,utilities,card_present,24.85,0.0307585942089593,approve,GENERAL_RISK,0
1043582,2026-12-26 17:01:02,81171,8948,fuel,ecommerce,9.57,0.1681789128725844,review,GENERAL_RISK,0
1043583,2026-12-26 17:02:42,104555,2465,restaurants,transfer,33.74,0.0639863144774676,approve,GENERAL_RISK,0
1043584,2026-12-26 17:03:01,73324,7771,restaurants,ecommerce,13.23,0.1947989841476801,review,HIGH_IP_RISK,0
1043585,2026-12-26 17:04:32,70634,2995,grocery,card_present,7.99,0.0272648423673665,approve,VERY_NEW_ACCOUNT,0
1043586,2026-12-26 17:05:50,107351,730,gaming,transfer,79.09,0.1912647974547486,review,GENERAL_RISK,0
1043587,2026-12-26 17:06:54,85270,2442,fuel,ecommerce,11.2,0.1125447810040271,review,GENERAL_RISK,0
1043588,2026-12-26 17:07:05,49364,9384,grocery,ecommerce,11.12,0.178748236701338,review,HIGH_IP_RISK,1
1043589,2026-12-26 17:08:29,108881,11445,electronics,card_present,28.13,0.0240769643780555,approve,VERY_NEW_ACCOUNT,0
1043590,2026-12-26 17:09:48,35620,7522,restaurants,card_present,10.97,0.0571983838547206,approve,GENERAL_RISK,0
1043591,2026-12-26 17:10:12,56638,6281,grocery,card_present,10.6,0.0155170029160637,approve,GENERAL_RISK,0
1043592,2026-12-26 17:11:33,39336,5396,grocery,ecommerce,13.96,0.146841857941304,review,HIGH_IP_RISK,0
1043593,2026-12-26 17:12:14,84336,3409,gaming,ecommerce,86.13,0.1133590632671781,review,HIGH_IP_RISK,0
1043594,2026-12-26 17:13:56,99774,3973,grocery,ecommerce,52.7,0.0785213796566543,approve,GENERAL_RISK,0
1043595,2026-12-26 17:14:32,38943,2886,travel,ecommerce,51.39,0.0407043918035998,approve,AMOUNT_SPIKE,0
1043596,2026-12-26 17:15:12,43743,2588,restaurants,card_present,44.63,0.0640311329124837,approve,GENERAL_RISK,0
1043597,2026-12-26 17:16:26,16713,6740,crypto,card_present,185.33,0.0703582833791584,approve,GENERAL_RISK,0
1043598,2026-12-26 17:17:04,106636,10385,fuel,ecommerce,51.61,0.0784219838285603,approve,GENERAL_RISK,1
1043599,2026-12-26 17:18:28,111219,11523,travel,ecommerce,124.6,0.0571325582166438,approve,AMOUNT_SPIKE,0
1043600,2026-12-26 17:19:04,103001,2781,travel,ecommerce,64.2,0.0392075475776443,approve,AMOUNT_SPIKE,0
1043601,2026-12-26 17:20:03,65175,6176,grocery,ecommerce,23.2,0.2413157185867964,review,HIGH_IP_RISK,1
1043602,2026-12-26 17:21:16,84141,6388,grocery,ecommerce,34.12,0.0314908783297613,approve,GENERAL_RISK,0
1043603,2026-12-26 17:22:39,104378,6482,restaurants,card_present,30.43,0.0206793066663152,approve,GENERAL_RISK,0
1043604,2026-12-26 17:23:39,74003,2569,grocery,ecommerce,21.62,0.0342877061697152,approve,VERY_NEW_ACCOUNT,0
1043605,2026-12-26 17:24:10,10727,4150,utilities,card_present,14.83,0.0346018813744029,approve,GENERAL_RISK,0
1043606,2026-12-26 17:25:26,79972,1376,travel,ecommerce,59.08,0.1192762228824931,review,AMOUNT_SPIKE,1
1043607,2026-12-26 17:26:08,9138,11745,grocery,transfer,63.54,0.0499697040731936,approve,AMOUNT_SPIKE,0
1043608,2026-12-26 17:27:35,107973,2488,gaming,ecommerce,46.12,0.218562051785775,review,HIGH_IP_RISK,0
1043609,2026-12-26 17:28:40,25827,8540,gaming,card_present,34.17,0.0238302463915258,approve,GENERAL_RISK,0
1043610,2026-12-26 17:29:10,76638,4746,grocery,card_present,7.96,0.0312321155219169,approve,GENERAL_RISK,0
1043611,2026-12-26 17:30:18,51296,9468,fuel,ecommerce,20.03,0.2051934210885695,review,GENERAL_RISK,0
1043612,2026-12-26 17:31:56,50270,6553,gaming,card_present,8.6,0.0811232172816588,approve,GENERAL_RISK,0
1043613,2026-12-26 17:32:46,44975,11886,grocery,ecommerce,13.26,0.049520145267211,approve,GENERAL_RISK,0
1043614,2026-12-26 17:33:59,101460,11216,fashion,ecommerce,15.72,0.1904217293693854,review,GENERAL_RISK,0
1043615,2026-12-26 17:34:31,74073,11038,grocery,card_present,42.5,0.1922841488748736,review,AMOUNT_SPIKE,0
1043616,2026-12-26 17:35:58,112001,3906,utilities,ecommerce,24.93,0.1210036772127285,review,VERY_NEW_ACCOUNT,0
1043617,2026-12-26 17:36:18,7301,11346,fuel,card_present,14.73,0.0507598815420843,approve,GENERAL_RISK,1
1043618,2026-12-26 17:37:29,102536,10379,gaming,card_present,14.17,0.0894945367263688,approve,GENERAL_RISK,0
1043619,2026-12-26 17:38:44,71116,1769,fuel,ecommerce,14.99,0.099718838657105,approve,HIGH_IP_RISK,0
1043620,2026-12-26 17:39:53,109517,8453,utilities,card_present,33.24,0.0744040066270557,approve,GENERAL_RISK,0
1043621,2026-12-26 17:40:09,75175,11028,travel,ecommerce,181.7,0.1914224219715651,review,AMOUNT_SPIKE,0
1043622,2026-12-26 17:41:04,103794,8447,fashion,card_present,129.48,0.0287738799161167,approve,GENERAL_RISK,0
1043623,2026-12-26 17:42:59,105952,2142,pharmacy,ecommerce,15.23,0.2770652799019761,review,GENERAL_RISK,0
1043624,2026-12-26 17:43:16,71116,1777,utilities,card_present,40.31,0.0958126661221085,approve,GENERAL_RISK,0
1043625,2026-12-26 17:44:18,41114,2358,pharmacy,card_present,6.71,0.0282435769915643,approve,GENERAL_RISK,0
